avaliacoes,geracao,custo_melhor,custo_medio,custo_pior
59488,606,5960.1265,6156.4230,7636.7820
59586,607,5960.1265,6093.6886,7857.7278
59684,608,5960.1265,6155.5450,7846.0543
59782,609,5960.1265,6201.2417,7579.0933
59880,610,5960.1265,6130.0529,7956.8870
59978,611,5960.1265,6086.9316,7571.4108
60076,612,5960.1265,6188.9566,8454.6894
60174,613,5960.1265,6184.5393,8382.8816
60272,614,5960.1265,6181.7345,8616.2908
60370,615,5960.1265,6128.7776,7368.4425
60468,616,5960.1265,6115.7330,7543.2213
60566,617,5960.1265,6118.3842,7663.4561
60664,618,5960.1265,6232.3983,8113.3995
60762,619,5960.1265,6074.9195,8357.1576
60860,620,5960.1265,6139.8103,7972.8852
60958,621,5960.1265,6127.8069,7582.9173
61056,622,5960.1265,6069.9484,7636.7820
61154,623,5960.1265,6083.1175,7326.3590
61252,624,5960.1265,6141.8270,7273.2362
61350,625,5960.1265,6070.7647,7490.4160
61448,626,5960.1265,6130.4308,7440.3484
