avaliacoes,geracao,custo_melhor,custo_medio,custo_pior
118092,1204,8838.9840,8984.5281,10868.9754
118190,1205,8838.9840,9085.2648,10616.2844
118288,1206,8838.9840,8970.5926,10655.3972
118386,1207,8838.9840,9013.1138,10696.2053
118484,1208,8838.9840,9042.8004,10626.1923
118582,1209,8838.9840,9030.6407,10928.2742
118680,1210,8838.9840,9037.8428,10486.9762
118778,1211,8838.9840,9030.7563,11648.3612
118876,1212,8838.9840,8963.0791,10316.8360
118974,1213,8838.9840,9042.7932,10842.6119
119072,1214,8838.9840,9027.0858,10579.9526
119170,1215,8838.9840,9079.9156,10782.8347
119268,1216,8838.9840,9019.9963,10479.9506
119366,1217,8838.9840,8955.2766,10295.3945
119464,1218,8838.9840,9040.1646,10787.6766
119562,1219,8838.9840,8995.6763,11193.9523
119660,1220,8838.9840,8985.9668,10826.9120
119758,1221,8838.9840,9054.6574,10472.8859
119856,1222,8838.9840,9017.5047,10934.7955
119954,1223,8838.9840,8941.9807,9992.3510
120052,1224,8838.9840,8930.5910,10262.2656
120150,1225,8838.9840,9018.3829,10730.3060
120248,1226,8838.9840,8991.0017,10454.4179
120346,1227,8838.9840,9025.1147,10579.8840
120444,1228,8838.9840,8990.1221,10446.5085
120542,1229,8838.9840,8975.1969,10426.6079
120640,1230,8838.9840,8998.0521,10485.9984
120738,1231,8838.9840,9011.9768,10555.3183
120836,1232,8838.9840,9003.1255,10680.6813
120934,1233,8838.9840,8947.2540,10552.6540
121032,1234,8838.9840,9007.5325,10384.4080
121130,1235,8838.9840,8985.9107,10429.1541
121228,1236,8838.9840,9043.7693,10353.3419
121326,1237,8838.9840,9013.1677,10407.3613
121424,1238,8838.9840,8964.2193,10485.4951
121522,1239,8838.9840,8998.4026,10328.6695
121620,1240,8838.9840,9077.2864,10880.3541
121718,1241,8838.9840,8993.7203,10539.5410
121816,1242,8838.9840,8987.3345,10369.9162
121914,1243,8838.9840,9053.3249,11291.8896
122012,1244,8838.9840,8956.2938,10320.8965
122110,1245,8838.9840,8983.7545,10419.1858
122208,1246,8838.9840,9013.1151,10325.4213
122306,1247,8838.9840,9124.6157,10827.2718
122404,1248,8838.9840,9017.2690,10683.0113
122502,1249,8583.9277,8971.6196,10271.9864
122600,1250,8583.9277,8961.1689,10674.0147
122698,1251,8583.9277,8958.8104,10262.5896
122796,1252,8583.9277,8930.2783,10353.3394
122894,1253,8583.9277,8943.8177,10502.1739
122992,1254,8583.9277,8836.2249,10668.7036
123090,1255,8583.9277,8793.3437,10435.8168
123188,1256,8583.9277,8760.2489,10306.7708
123286,1257,8583.9277,8696.4759,9987.1562
123384,1258,8583.9277,8742.4712,10165.5995
123482,1259,8583.9277,8712.3684,10132.8268
123580,1260,8583.9277,8765.6825,10450.1488
123678,1261,8583.9277,8769.3865,10576.5526
123776,1262,8583.9277,8751.4651,10055.1921
123874,1263,8583.9277,8751.4558,10167.1983
123972,1264,8583.9277,8772.7064,10150.3874
124070,1265,8583.9277,8776.4522,10393.4500
124168,1266,8583.9277,8845.8364,11561.2895
124266,1267,8583.9277,8789.2207,11553.2360
124364,1268,8583.9277,8697.8439,11837.6084
124462,1269,8583.9277,8749.1481,10096.6351
124560,1270,8583.9277,8722.2830,10319.0784
124658,1271,8583.9277,8754.4739,10255.6286
124756,1272,8583.9277,8695.6528,10146.1282
124854,1273,8583.9277,8786.2181,10651.3749
124952,1274,8583.9277,8829.7894,10333.3323
125050,1275,8583.9277,8771.9784,10278.3349
125148,1276,8583.9277,8783.2566,10621.1666
125246,1277,8583.9277,8748.7712,10526.9046
125344,1278,8583.9277,8797.9495,10953.3535
125442,1279,8583.9277,8780.6012,10656.2392
125540,1280,8583.9277,8736.4058,10528.6095
125638,1281,8583.9277,8802.4719,10487.0894
125736,1282,8561.2297,8742.4789,10297.1980
125834,1283,8561.2297,8761.3134,9967.7205
125932,1284,8561.2297,8717.6265,9813.0370
126030,1285,8561.2297,8693.9406,10273.5204
126128,1286,8561.2297,8789.8380,9976.5798
126226,1287,8561.2297,8706.8331,10518.1203
126324,1288,8561.2297,8791.5746,10566.7764
126422,1289,8561.2297,8757.1701,10466.9867
126520,1290,8561.2297,8731.3589,10472.9875
126618,1291,8561.2297,8812.7763,10208.0638
126716,1292,8561.2297,8717.0470,10233.9430
126814,1293,8561.2297,8715.8207,10163.4185
126912,1294,8561.2297,8695.4367,10235.3788
127010,1295,8561.2297,8758.3597,10248.7687
127108,1296,8561.2297,8768.7657,10723.5289
127206,1297,8561.2297,8728.4866,10566.7764
127304,1298,8561.2297,8738.9791,10320.3370
127402,1299,8561.2297,8718.8959,10088.3400
127500,1300,8561.2297,8705.6199,10302.1556
127598,1301,8561.2297,8752.0124,10357.9942
127696,1302,8561.2297,8771.3595,9855.5401
127794,1303,8561.2297,8740.8915,10303.4386
127892,1304,8561.2297,8692.7329,10304.7814
127990,1305,8561.2297,8704.0908,10192.7924
128088,1306,8561.2297,8714.9118,9962.0093
128186,1307,8561.2297,8756.6043,10413.1990
128284,1308,8561.2297,8787.5556,10355.0087
128382,1309,8561.2297,8790.8300,10303.4386
128480,1310,8561.2297,8770.8252,10251.7582
128578,1311,8561.2297,8742.0496,10245.5364
128676,1312,8561.2297,8778.4367,10397.1162
128774,1313,8561.2297,8725.8003,10175.2815
128872,1314,8561.2297,8667.9502,10097.6508
128970,1315,8561.2297,8700.0400,9913.1523
129068,1316,8561.2297,8702.0958,10150.7593
129166,1317,8561.2297,8693.6904,10304.7814
129264,1318,8561.2297,8769.1677,10472.9875
129362,1319,8561.2297,8789.0022,10845.7777
129460,1320,8561.2297,8797.0245,10291.1481
129558,1321,8561.2297,8771.1522,10370.1547
129656,1322,8561.2297,8748.2751,10209.0190
129754,1323,8561.2297,8770.2953,10200.4218
129852,1324,8561.2297,8823.4713,10673.4215
129950,1325,8561.2297,8771.6585,10355.9765
130048,1326,8561.2297,8789.2779,11690.8568
130146,1327,8561.2297,8757.5874,10495.2214
130244,1328,8561.2297,8782.8723,10393.1879
130342,1329,8561.2297,8797.0298,10578.5452
130440,1330,8561.2297,8790.5485,10749.5933
130538,1331,8561.2297,8755.2559,10049.7674
130636,1332,8561.2297,8728.0086,10505.9114
130734,1333,8561.2297,8785.3044,10392.4159
130832,1334,8561.2297,8714.3964,9939.5561
130930,1335,8561.2297,8783.7943,10663.3285
131028,1336,8561.2297,8764.4614,10299.4991
131126,1337,8561.2297,8713.7525,10308.5413
131224,1338,8561.2297,8781.9231,10512.6179
131322,1339,8561.2297,8724.9580,10292.7137
131420,1340,8561.2297,8732.1782,10413.1990
131518,1341,8561.2297,8755.7925,10509.9223
131616,1342,8561.2297,8716.2657,10280.6986
131714,1343,8544.2079,8734.1076,10382.7430
131812,1344,8544.2079,8696.0780,9919.0097
131910,1345,8544.2079,8807.1621,10208.0638
132008,1346,8544.2079,8713.8372,9888.0625
132106,1347,8544.2079,8694.0733,11237.7487
132204,1348,8544.2079,8717.1302,10084.7111
132302,1349,8544.2079,8777.1526,10782.5233
132400,1350,8544.2079,8677.5151,10203.1413
132498,1351,8544.2079,8711.6034,10107.4079
132596,1352,8544.2079,8710.5017,10215.9087
132694,1353,8544.2079,8767.5847,10318.7138
132792,1354,8544.2079,8697.4024,10536.8327
132890,1355,8544.2079,8748.7776,10176.6913
132988,1356,8544.2079,8746.2656,10200.0384
133086,1357,8544.2079,8693.4090,10536.8327
133184,1358,8544.2079,8716.3564,10165.1426
133282,1359,8544.2079,8749.5764,11067.9581
133380,1360,8544.2079,8754.3836,10983.2033
133478,1361,8544.2079,8800.1953,10161.7297
133576,1362,8544.2079,8699.1601,10212.9661
133674,1363,8544.2079,8857.5894,10946.3590
133772,1364,8541.8336,8758.4692,10712.5539
133870,1365,8541.8336,8716.6910,10311.2224
133968,1366,8541.8336,8648.7382,10191.9972
134066,1367,8541.8336,8722.2489,10289.1452
134164,1368,8541.8336,8690.8202,9977.9501
134262,1369,8541.8336,8658.9524,9962.7283
134360,1370,8541.8336,8684.6353,10521.9518
134458,1371,8541.8336,8738.5410,12025.1166
134556,1372,8541.8336,8792.7090,10215.9827
134654,1373,8541.8336,8757.0233,10621.8233
134752,1374,8541.8336,8754.7333,10351.1207
134850,1375,8541.8336,8686.1852,10259.0302
134948,1376,8541.8336,8711.6585,10289.0276
135046,1377,8541.8336,8678.3151,10166.8061
135144,1378,8541.8336,8773.7068,10405.4312
135242,1379,8541.8336,8761.2064,10209.0177
135340,1380,8541.8336,8717.8150,11048.8635
135438,1381,8541.8336,8698.5088,10231.4262
135536,1382,8541.8336,8719.2072,10108.2932
135634,1383,8541.8336,8731.9087,10360.2327
135732,1384,8541.8336,8728.6497,11310.3913
135830,1385,8541.8336,8680.2088,10475.0885
135928,1386,8541.8336,8733.7111,10686.7399
136026,1387,8541.8336,8700.1390,10317.4440
136124,1388,8541.8336,8727.8608,10222.3456
136222,1389,8541.8336,8746.8134,10244.3993
136320,1390,8541.8336,8706.9213,10388.5676
136418,1391,8541.8336,8714.5631,10017.2927
136516,1392,8541.8336,8698.3100,10244.9308
136614,1393,8541.8336,8724.5620,10511.6048
136712,1394,8541.8336,8690.8897,9877.5075
136810,1395,8541.8336,8680.5886,10419.6278
136908,1396,8541.8336,8675.4168,10388.5676
137006,1397,8541.8336,8731.3131,10393.7226
137104,1398,8541.8336,8647.6703,10194.5418
137202,1399,8541.8336,8708.2570,10213.5344
137300,1400,8541.8336,8672.4840,9792.4098
137398,1401,8541.8336,8722.1784,10170.2139
137496,1402,8541.8336,8697.7337,11380.7442
137594,1403,8541.8336,8676.3269,10540.1340
137692,1404,8541.8336,8727.0879,10525.4765
137790,1405,8541.8336,8777.4388,10350.7586
137888,1406,8541.8336,8832.3367,11585.1314
137986,1407,8541.8336,8713.0221,10291.6055
138084,1408,8541.8336,8747.9205,10813.2679
138182,1409,8541.8336,8683.8433,10297.1646
138280,1410,8541.8336,8694.2193,10132.3249
138378,1411,8541.8336,8711.7693,10734.3811
138476,1412,8541.8336,8769.7755,10197.7580
138574,1413,8541.8336,8680.9361,10094.9957
138672,1414,8541.8336,8666.2490,11166.0376
138770,1415,8541.8336,8803.0284,10264.9514
138868,1416,8541.8336,8811.7620,12010.9253
138966,1417,8541.8336,8685.4616,10540.1340
139064,1418,8541.8336,8752.1604,10357.5337
139162,1419,8541.8336,8655.0357,10255.1038
139260,1420,8541.8336,8695.2735,10168.1646
139358,1421,8541.8336,8699.1182,10261.3419
139456,1422,8541.8336,8697.0014,10188.8480
139554,1423,8541.8336,8632.4221,10153.7519
139652,1424,8541.8336,8690.3800,9988.5776
139750,1425,8541.8336,8681.3609,10064.5646
139848,1426,8541.8336,8679.0075,10349.4612
139946,1427,8541.8336,8695.1911,10286.1137
140044,1428,8541.8336,8749.8139,10281.6013
140142,1429,8541.8336,8738.8411,10225.7763
140240,1430,8541.8336,8705.3635,10437.2366
140338,1431,8541.8336,8691.6234,11293.8561
140436,1432,8541.8336,8675.9383,11683.6616
140534,1433,8541.8336,8715.5104,11241.1211
140632,1434,8541.8336,8736.6696,10268.3130
140730,1435,8541.8336,8741.0379,10019.6856
140828,1436,8541.8336,8740.0655,10759.6611
140926,1437,8541.8336,8766.0462,10497.8343
141024,1438,8541.8336,8674.5387,10294.2238
141122,1439,8541.8336,8691.6872,10499.1135
141220,1440,8541.8336,8648.4592,9701.9749
141318,1441,8541.8336,8732.7194,10559.1491
141416,1442,8541.8336,8694.9900,11151.8113
141514,1443,8541.8336,8768.7398,10822.6865
141612,1444,8541.8336,8771.8074,10455.9249
141710,1445,8541.8336,8743.2758,10382.0833
141808,1446,8541.8336,8713.1084,10044.7232
141906,1447,8541.8336,8747.3683,11894.8815
142004,1448,8541.8336,8645.5621,10594.0369
142102,1449,8541.8336,8667.9606,10180.6389
142200,1450,8541.8336,8720.5311,10259.0302
142298,1451,8541.8336,8748.5365,10388.5676
142396,1452,8541.8336,8704.2807,10293.2936
142494,1453,8541.8336,8788.1243,10674.6995
142592,1454,8541.8336,8757.0414,10916.9315
142690,1455,8541.8336,8777.5073,10649.8018
142788,1456,8541.8336,8669.3226,9859.9900
142886,1457,8541.8336,8718.3383,9910.1011
142984,1458,8541.8336,8791.0377,10548.5347
143082,1459,8541.8336,8754.0263,10371.5563
143180,1460,8541.8336,8692.5179,10162.0785
143278,1461,8541.8336,8696.6902,10363.3469
143376,1462,8541.8336,8775.1749,10384.3298
143474,1463,8541.8336,8726.7029,10338.5981
143572,1464,8541.8336,8693.1944,10238.4795
143670,1465,8541.8336,8658.2290,10094.9957
143768,1466,8541.8336,8716.6522,10108.2932
143866,1467,8541.8336,8672.1208,10393.1431
143964,1468,8541.8336,8663.0166,10609.2807
144062,1469,8541.8336,8720.3321,9982.6072
144160,1470,8541.8336,8737.3355,10286.0387
144258,1471,8541.8336,8776.6029,10325.6359
144356,1472,8541.8336,8799.3882,11562.6118
144454,1473,8541.8336,8729.8959,10725.3931
144552,1474,8541.8336,8722.3400,11865.4653
144650,1475,8541.8336,8715.9742,10209.7062
144748,1476,8541.8336,8695.9281,10426.6348
144846,1477,8541.8336,8666.6601,10157.2675
144944,1478,8541.8336,8650.2977,10166.2900
145042,1479,8541.8336,8732.3171,10123.5054
145140,1480,8541.8336,8736.9084,10219.3519
145238,1481,8541.8336,8666.4473,11112.8796
145336,1482,8541.8336,8735.0775,10000.0422
145434,1483,8541.8336,8633.2945,10213.5344
145532,1484,8541.8336,8724.4840,10346.0339
145630,1485,8541.8336,8666.0954,9898.5835
145728,1486,8541.8336,8672.2188,10189.0957
145826,1487,8541.8336,8682.8737,10409.7101
145924,1488,8541.8336,8677.8547,10129.4379
146022,1489,8541.8336,8702.4168,10346.7248
146120,1490,8541.8336,8773.5945,10476.2818
146218,1491,8541.8336,8698.8364,10424.7943
146316,1492,8541.8336,8729.6414,10582.1280
146414,1493,8541.8336,8705.7891,10346.5287
146512,1494,8541.8336,8730.0019,11639.0828
146610,1495,8541.8336,8639.8925,10162.7683
146708,1496,8541.8336,8702.1049,10226.1403
146806,1497,8541.8336,8735.0253,10017.2927
146904,1498,8541.8336,8684.8166,10377.0013
147002,1499,8541.8336,8677.6113,10123.5243
147100,1500,8541.8336,8856.7149,10525.4765
147198,1501,8541.8336,8675.1849,10176.2945
147296,1502,8541.8336,8740.8885,10547.3803
147394,1503,8541.8336,8717.7603,10350.6942
147492,1504,8541.8336,8727.2996,10289.3322
147590,1505,8541.8336,8768.2075,10251.4939
147688,1506,8541.8336,8678.6303,10476.8215
147786,1507,8541.8336,8726.1805,10426.6348
147884,1508,8541.8336,8768.9612,10280.1030
147982,1509,8541.8336,8767.2447,10155.0972
148080,1510,8541.8336,8717.6938,10470.7429
148178,1511,8541.8336,8696.1836,10170.6824
148276,1512,8541.8336,8654.0459,9943.9273
148374,1513,8541.8336,8703.8834,10198.8029
148472,1514,8541.8336,8738.0884,10082.0380
148570,1515,8541.8336,8656.2291,9921.0448
148668,1516,8541.8336,8675.2588,10164.2763
148766,1517,8541.8336,8716.0595,10190.0782
148864,1518,8541.8336,8778.4077,9930.6336
148962,1519,8541.8336,8716.3886,10116.7723
149060,1520,8541.8336,8733.1418,10707.8110
149158,1521,8541.8336,8679.0153,10691.1049
149256,1522,8541.8336,8705.6220,10058.1787
149354,1523,8541.8336,8826.8817,10335.2349
149452,1524,8541.8336,8713.4471,10188.8480
149550,1525,8541.8336,8672.7108,10124.1195
149648,1526,8541.8336,8708.6980,10492.3693
149746,1527,8541.8336,8777.2276,10489.5305
149844,1528,8541.8336,8743.4212,11162.7141
149942,1529,8541.8336,8691.5126,9939.1243
150040,1530,8541.8336,8755.9330,10582.9586
150138,1531,8541.8336,8723.7052,10300.9409
150236,1532,8541.8336,8831.8415,10862.3873
150334,1533,8541.8336,8773.2821,10382.9440
150432,1534,8541.8336,8786.6319,10765.5977
150530,1535,8541.8336,8692.7868,10056.1915
150628,1536,8541.8336,8704.7470,10198.4624
150726,1537,8541.8336,8748.7026,10499.1135
150824,1538,8541.8336,8690.6092,10103.4548
150922,1539,8541.8336,8691.2146,10149.3581
151020,1540,8541.8336,8709.7198,10262.1304
151118,1541,8541.8336,8730.5518,10499.1135
151216,1542,8541.8336,8678.8478,10070.7721
151314,1543,8541.8336,8726.0763,9769.4934
151412,1544,8541.8336,8673.2268,10123.5243
151510,1545,8541.8336,8684.2114,10069.6221
151608,1546,8541.8336,8740.4529,10234.7308
151706,1547,8541.8336,8763.7562,10674.6995
151804,1548,8541.8336,8775.2589,10183.8499
151902,1549,8541.8336,8740.2955,10058.2796
152000,1550,8541.8336,8647.2891,9963.8363
152098,1551,8541.8336,8731.8212,10356.6761
152196,1552,8541.8336,8699.3358,10037.6459
152294,1553,8541.8336,8679.6738,10377.7201
152392,1554,8541.8336,8713.5938,10467.1703
152490,1555,8541.8336,8680.1891,10438.3193
152588,1556,8541.8336,8720.8378,10356.6761
152686,1557,8541.8336,8680.6475,10704.1328
152784,1558,8541.8336,8707.4462,10200.7670
152882,1559,8541.8336,8697.5699,10219.7013
152980,1560,8541.8336,8725.1530,10146.5648
153078,1561,8541.8336,8736.1012,11011.6485
153176,1562,8541.8336,8661.7313,10190.0782
153274,1563,8541.8336,8726.2705,10113.7570
153372,1564,8541.8336,8819.9599,10538.0946
